id;year_birth;education1;education;marital_Status;marital _status1;income;kidhome;teenhome;dt_customer;recency;mntwines;mntFruits;mntmeatproducts;mntfishproducts;mntsweetproducts;mntgoldprods;numdealspurchases;numwebpurchases;numcatalogpurchases;numstorepurchases;numwebvisitsmonth;acceptedcmp3;acceptedcmp4;acceptedcmp5;acceptedcmp1;acceptedcmp2;complain;z_costcontact;z_revenue;response
5966;1974;Phd;PhD;Married;Married;R45 207,00;1;1;10/11/2012;64;203;0;10;0;0;2;5;3;1;6;6;0;1;0;0;0;0;3;11;0
5314;1951;Graduation;Graduation;Partnered;Partnered;R40 689,00;0;1;18/03/2013;69;270;3;27;39;6;99;7;7;1;5;8;0;0;0;0;0;0;3;11;0
5081;1967;2N Cycle;2n Cycle;Partnered;Partnered;R47 821,00;1;1;20/10/2013;54;9;0;16;6;6;10;1;1;0;3;8;0;0;0;0;0;0;3;11;0
5123;1951;Master;Master;Married;Married;R27 450,00;0;0;15/04/2013;57;37;12;23;8;11;52;1;2;1;3;7;0;0;0;0;0;0;3;11;0
5756;1983;Graduation;Graduation;Partnered;Partnered;R39 453,00;1;0;3/4/2014;64;46;0;7;0;0;2;2;2;0;3;6;0;0;0;0;0;0;3;11;0
8036;1971;2N Cycle;2n Cycle;Partnered;Partnered;R26 850,00;1;1;18/04/2014;10;31;1;13;7;2;9;4;2;1;4;4;0;0;0;0;0;0;3;11;0
9058;1955;Graduation;Graduation;Widow;Widow;R79 800,00;0;0;23/09/2012;65;1060;21;530;32;0;224;1;5;11;5;3;1;0;1;1;0;0;3;11;1
5057;1961;Master;Master;Married;Married;R61 794,00;0;1;14/09/2013;74;264;47;188;54;47;11;2;4;4;10;2;0;0;0;0;0;0;3;11;0
254;1955;Graduation;Graduation;Partnered;Partnered;R53 863,00;0;1;17/05/2014;4;399;4;30;6;4;30;3;7;1;7;7;0;1;0;0;0;0;3;11;0
4179;1959;Graduation;Graduation;Partnered;Partnered;R24 221,00;0;0;20/08/2013;94;8;9;9;2;5;22;1;1;1;3;4;0;0;0;0;0;0;3;11;0
3710;1984;Phd;PhD;Single;Single;R39 684,00;1;0;12/10/2012;41;19;0;35;6;4;17;2;2;1;2;7;0;0;0;0;0;1;3;11;1
7627;1975;Master;Master;Married;Married;R92 163,00;0;0;12/12/2012;25;817;183;797;106;163;20;0;5;11;5;2;0;0;1;1;0;0;3;11;1
4501;1965;Master;Master;Single;Single;R69 882,00;0;0;10/11/2013;94;292;127;635;132;127;165;1;3;7;9;1;0;0;0;0;0;0;3;11;0
6424;1977;Graduation;Graduation;Partnered;Partnered;R33 178,00;1;0;30/01/2014;9;12;6;2;11;2;16;1;1;0;3;4;0;0;0;0;0;0;3;11;0
3075;1972;Phd;PhD;Married;Married;R59 973,00;0;0;11/9/2013;47;130;30;168;20;34;0;1;3;4;7;1;0;0;0;0;0;0;3;11;0
4992;1975;Master;Master;Partnered;Partnered;R17 459,00;1;0;19/09/2013;12;6;4;16;3;10;30;3;3;1;2;7;0;0;0;0;0;0;3;11;1
5252;1969;Graduation;Graduation;Divorced;Divorced;R23 910,00;1;0;26/10/2012;80;16;12;18;7;1;13;1;2;0;3;7;0;0;0;0;0;0;3;11;0
7444;1969;Master;Master;Married;Married;R42 169,00;1;1;19/10/2013;20;19;0;9;0;0;2;2;1;0;3;8;0;0;0;0;0;0;3;11;0
6919;1978;2N Cycle;2n Cycle;Married;Married;R26 224,00;1;0;4/6/2013;39;4;7;15;13;9;15;3;2;1;3;6;0;0;0;0;0;0;3;11;0
3537;1981;Graduation;Graduation;Partnered;Partnered;R31 089,00;1;0;17/08/2012;57;31;3;31;2;8;4;3;3;0;4;8;0;0;0;0;0;0;3;11;0
10277;1961;Graduation;Graduation;Single;Single;R30 081,00;0;1;21/02/2013;27;36;0;2;0;0;4;1;1;0;3;7;0;0;0;0;0;0;3;11;0
2453;1960;Graduation;Graduation;Partnered;Partnered;R62 807,00;0;1;31/08/2012;83;526;28;135;10;21;99;3;5;3;12;5;0;0;0;0;0;0;3;11;0
7972;1955;Graduation;Graduation;Single;Single;R72 906,00;0;0;17/09/2013;79;400;32;519;71;75;54;1;3;4;9;1;0;0;0;0;0;0;3;11;0
895;1948;Phd;PhD;Married;Married;R61 467,00;0;2;9/12/2012;69;410;16;114;0;5;49;3;5;2;10;5;0;0;0;0;0;0;3;11;0
1177;1966;Master;Master;Partnered;Partnered;R49 618,00;1;1;26/01/2013;77;80;3;26;4;2;14;4;3;1;3;7;0;0;0;0;0;0;3;11;0
7141;1986;Master;Master;Single;Single;R21 888,00;1;0;29/12/2012;15;88;10;46;2;3;64;4;5;1;2;10;0;0;0;0;0;0;3;11;1
7232;1973;Graduation;Graduation;Widow;Widow;R42 429,00;0;1;11/2/2014;99;55;0;6;2;0;4;2;1;1;3;5;0;0;0;0;0;0;3;11;0
8477;1956;Graduation;Graduation;Divorced;Divorced;R26 150,00;2;1;11/3/2013;61;5;1;13;3;5;1;1;1;0;3;7;0;0;0;0;0;0;3;11;0
2457;1975;Basic;Basic;Married;Married;R30 801,00;0;1;26/10/2012;23;8;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;0;3;11;0
988;1965;Graduation;Graduation;Married;Married;R81 168,00;0;0;7/5/2014;84;410;0;592;147;22;22;1;6;4;7;3;0;0;0;1;0;0;3;11;0
7930;1969;Master;Master;Single;Single;R26 877,00;0;0;19/08/2013;74;101;13;76;20;18;40;2;3;1;6;6;0;0;0;0;0;0;3;11;0
4587;1944;Master;Master;Widow;Widow;R45 006,00;0;0;18/07/2013;90;162;25;53;16;0;10;1;3;1;7;3;0;0;0;0;0;0;3;11;0
6682;1973;Basic;Basic;Married;Married;R18 978,00;1;0;11/12/2012;41;2;8;1;4;7;15;1;1;0;3;8;0;0;0;0;0;0;3;11;0
6222;1967;Graduation;Graduation;Married;Married;R22 574,00;2;1;28/10/2013;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;0;3;11;0
10299;1969;Phd;PhD;Single;Single;R48 240,00;0;0;9/11/2012;73;389;91;248;64;49;41;3;6;3;13;5;0;0;0;0;0;0;3;11;1
3083;1974;Graduation;Graduation;Married;Married;R45 837,00;1;1;26/07/2013;88;215;13;87;17;17;24;5;6;2;5;7;0;0;0;0;0;0;3;11;0
8953;1965;Master;Master;Single;Single;R35 791,00;2;1;6/5/2013;94;27;0;5;0;0;3;2;1;0;3;8;0;0;0;0;0;0;3;11;0
1503;1976;Phd;PhD;Partnered;Partnered;R162 397,00;1;1;3/6/2013;31;85;1;16;2;1;2;0;0;0;1;1;0;0;0;0;0;0;3;11;0
8650;1978;Graduation;Graduation;Widow;Widow;R54 162,00;1;1;18/03/2013;31;5;6;10;6;5;10;1;1;0;3;4;0;0;0;0;0;0;3;11;0
10862;1960;Master;Master;Married;Married;R30 522,00;0;1;17/08/2012;6;179;8;83;19;11;26;5;1;2;9;2;0;0;0;0;0;0;3;11;0
2782;1961;Phd;PhD;Married;Married;R54 456,00;0;1;11/7/2013;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;3;11;0
6941;1971;Graduation;Graduation;Single;Single;R31 632,00;0;0;14/07/2013;92;17;8;12;11;15;32;1;2;1;2;7;0;0;0;0;0;0;3;11;0
10972;1949;Graduation;Graduation;Widow;Widow;R72 298,00;0;0;10/3/2014;52;625;35;169;58;17;35;1;4;3;6;1;0;1;1;0;0;0;3;11;0
10708;1978;2N Cycle;2n Cycle;Single;Single;R36 975,00;1;0;28/12/2013;50;10;6;11;0;4;2;1;1;0;3;7;0;0;0;0;0;0;3;11;0
6583;1955;2N Cycle;2n Cycle;Married;Married;R72 635,00;0;0;3/6/2013;54;390;22;323;104;35;107;1;6;8;6;3;0;0;0;1;0;0;3;11;0
3641;1976;Graduation;Graduation;Married;Married;R13 624,00;1;0;20/01/2013;93;10;2;15;2;1;6;2;2;0;3;6;0;0;0;0;0;0;3;11;0
10156;1975;Graduation;Graduation;Single;Single;R84 196,00;0;1;3/6/2013;56;215;63;507;231;31;190;1;8;4;7;3;0;0;0;0;0;0;3;11;0
4299;1960;Graduation;Graduation;Partnered;Partnered;R70 971,00;0;1;21/09/2012;28;1001;17;572;93;125;17;7;11;11;5;7;0;0;0;0;0;0;3;11;1
3469;1977;Phd;PhD;Divorced;Divorced;R34 487,00;1;1;6/9/2012;94;19;18;33;24;1;8;3;3;0;3;9;0;0;0;0;0;0;3;11;0
5063;1977;Graduation;Graduation;Single;Single;R28 769,00;1;0;18/12/2012;76;41;5;129;10;3;3;3;4;1;4;9;0;0;0;0;0;0;3;11;0
10727;1970;Phd;PhD;Married;Married;R69 084,00;1;0;19/11/2013;43;1181;107;199;39;30;30;2;7;3;13;8;0;0;0;0;0;0;3;11;0
9624;1958;Phd;PhD;Partnered;Partnered;R65 488,00;0;0;13/06/2014;46;603;45;207;36;18;54;1;3;4;6;1;0;0;0;0;0;0;3;11;0
5156;1970;2N Cycle;2n Cycle;Married;Married;R62 466,00;0;1;15/01/2014;13;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;0;3;11;0
4376;1960;2N Cycle;2n Cycle;Single;Single;R32 218,00;0;0;15/02/2014;27;10;24;15;13;1;30;1;2;1;3;7;1;0;0;0;0;0;3;11;1
8923;1973;Graduation;Graduation;Single;Single;R83 917,00;0;0;18/04/2013;12;514;22;732;42;198;79;1;6;7;7;3;0;0;0;0;0;0;3;11;1
8461;1962;Graduation;Graduation;Divorced;Divorced;R46 102,00;2;1;10/3/2014;3;14;0;1;0;0;1;1;1;0;2;7;0;0;0;0;0;0;3;11;0
6945;1952;Graduation;Graduation;Single;Single;R84 574,00;0;0;4/6/2013;72;387;20;713;38;54;163;1;9;11;11;5;0;0;0;0;0;0;3;11;0
944;1962;Graduation;Graduation;Married;Married;R56 181,00;0;1;8/1/2013;6;121;103;69;8;44;48;1;4;2;7;4;0;0;0;0;0;0;3;11;0
1907;1950;Master;Master;Divorced;Divorced;R63 120,00;0;1;28/09/2012;53;965;69;279;54;41;69;5;8;4;9;7;0;0;0;0;0;0;3;11;1
701;1971;Graduation;Graduation;Married;Married;R73 691,00;0;1;6/11/2013;58;707;21;250;85;43;73;2;6;2;8;2;1;0;0;0;0;0;3;11;0
3856;1960;Graduation;Graduation;Partnered;Partnered;R63 381,00;0;1;5/10/2012;78;571;50;142;33;50;159;4;4;5;13;2;0;0;0;0;0;0;3;11;0
4149;1948;Phd;PhD;Partnered;Partnered;R76 140,00;0;0;13/05/2014;57;586;66;653;17;0;26;1;5;9;6;2;0;0;0;0;0;0;3;11;0
2131;1959;Phd;PhD;Divorced;Divorced;R62 859,00;0;1;30/12/2012;37;1063;89;102;16;12;25;4;9;4;6;6;0;0;0;0;0;0;3;11;0
2942;1964;Graduation;Graduation;Single;Single;R45 906,00;0;1;7/5/2013;20;305;3;27;4;3;144;2;5;4;4;5;1;0;0;0;0;0;3;11;0
1173;1947;Master;Master;Partnered;Partnered;R77 632,00;0;0;10/3/2013;73;1200;105;758;0;42;147;1;4;2;6;2;0;1;1;0;0;0;3;11;1
4381;1971;Phd;PhD;Married;Married;R46 463,00;1;1;18/08/2013;56;163;2;40;8;11;11;7;3;1;6;6;0;0;0;0;0;0;3;11;0
4611;1970;Graduation;Graduation;Partnered;Partnered;R105 471,00;0;0;21/01/2013;36;1009;181;104;202;21;207;0;9;8;13;3;0;0;1;1;0;0;3;11;1
3376;1970;Master;Master;Divorced;Divorced;R55 282,00;1;0;13/12/2013;9;125;6;73;8;4;19;1;3;1;6;4;0;0;0;0;0;0;3;11;0
4679;1977;Master;Master;Married;Married;R78 710,00;0;1;23/05/2014;42;721;0;152;119;50;50;3;7;6;12;4;0;0;0;0;0;0;3;11;0
10928;1958;Graduation;Graduation;Partnered;Partnered;R66 886,00;0;1;16/09/2013;28;315;4;62;41;31;146;2;7;1;7;5;0;0;0;0;0;0;3;11;0
4248;1960;Master;Master;Single;Single;R98 777,00;0;0;17/02/2014;23;1000;19;711;125;115;38;0;4;6;9;1;0;1;0;0;0;0;3;11;0
6728;1985;Graduation;Graduation;Partnered;Partnered;R29 103,00;1;0;27/08/2012;38;16;0;17;6;3;6;2;1;0;3;9;0;0;0;0;0;0;3;11;0
6661;1974;Graduation;Graduation;Married;Married;R67 445,00;0;1;12/8/2012;63;757;80;217;29;80;11;5;9;6;12;6;0;0;0;0;0;0;3;11;0
4725;1950;Phd;PhD;Partnered;Partnered;R50 616,00;0;1;13/04/2014;71;30;2;25;0;1;9;1;1;1;4;2;0;0;0;0;0;0;3;11;0
3277;1955;Graduation;Graduation;Divorced;Divorced;R49 431,00;0;1;3/8/2012;9;219;3;100;26;0;17;2;7;1;5;8;0;0;0;0;0;0;3;11;0
5555;1975;Graduation;Graduation;Divorced;Divorced;R153 924,00;0;0;7/2/2014;81;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;3;11;0
2564;1953;Graduation;Graduation;Partnered;Partnered;R61 278,00;0;1;4/1/2014;87;111;3;28;2;6;15;2;3;1;4;6;0;0;0;0;0;0;3;11;0
946;1958;2N Cycle;2n Cycle;Partnered;Partnered;R26 490,00;0;0;22/09/2012;92;45;47;52;21;20;25;2;3;1;5;6;0;0;0;0;0;0;3;11;0
3867;1947;Phd;PhD;Partnered;Partnered;R73 059,00;0;1;31/08/2013;36;410;112;420;0;82;71;1;9;3;13;4;0;0;0;0;0;0;3;11;0
6940;1966;Phd;PhD;Single;Single;R46 734,00;1;2;21/10/2013;86;100;1;39;6;1;76;4;3;2;3;6;1;0;0;0;0;0;3;11;0
55;1963;Graduation;Graduation;Partnered;Partnered;R56 253,00;0;1;7/12/2012;83;509;0;65;7;11;5;4;7;2;9;6;0;0;0;0;0;0;3;11;0
7093;1985;Graduation;Graduation;Married;Married;R19 986,00;1;0;14/11/2013;74;3;6;5;0;2;6;1;0;0;3;7;0;0;0;0;0;0;3;11;0
5084;1975;Graduation;Graduation;Widow;Widow;R58 330,00;0;1;25/12/2013;87;445;53;213;104;98;151;1;6;4;13;4;0;0;0;0;0;0;3;11;0
1777;1980;Basic;Basic;Married;Married;R25 965,00;0;0;7/9/2012;29;2;2;11;41;7;11;1;2;0;3;8;0;0;0;0;0;0;3;11;0
8162;1956;Master;Master;Partnered;Partnered;R14 661,00;0;0;1/1/2013;88;4;1;11;6;2;2;1;1;0;3;6;0;0;0;0;0;0;3;11;0
10826;1959;Graduation;Graduation;Married;Married;R18 690,00;0;0;28/12/2012;77;6;1;7;23;4;19;1;1;1;2;8;0;0;0;0;0;0;3;11;0
8754;1974;Phd;PhD;Partnered;Partnered;R45 068,00;0;1;16/05/2013;25;14;0;3;0;0;3;1;1;0;2;7;0;0;0;0;0;0;3;11;0
1987;1987;Basic;Basic;Single;Single;R21 063,00;1;0;25/09/2013;34;1;10;11;19;3;15;2;2;0;3;6;0;0;0;0;0;0;3;11;0
11007;1968;Phd;PhD;Married;Married;R29 187,00;1;0;9/5/2013;43;26;0;6;0;0;2;1;1;0;3;8;0;0;0;0;0;0;3;11;0
7426;1971;2N Cycle;2n Cycle;Married;Married;R54 690,00;1;1;7/11/2013;76;111;16;37;7;9;18;3;3;1;5;3;0;0;0;0;0;0;3;11;0
9153;1964;Phd;PhD;Married;Married;R59 304,00;0;1;29/07/2013;81;418;61;428;80;51;10;3;7;8;10;5;0;0;0;0;0;0;3;11;0
10379;1962;Master;Master;Single;Single;R59 247,00;0;2;8/11/2013;87;327;9;122;19;14;83;5;5;2;9;6;0;0;0;0;0;0;3;11;0
9204;1970;Graduation;Graduation;Widow;Widow;R66 731,00;0;1;12/9/2012;33;371;159;194;58;106;141;4;4;3;6;3;0;0;0;0;0;0;3;11;0
3197;1980;Graduation;Graduation;Married;Married;R77 353,00;0;1;16/12/2013;38;275;59;107;69;101;59;2;6;4;8;4;0;0;0;0;0;0;3;11;0
2920;1975;Phd;PhD;Single;Single;R52 614,00;0;1;1/12/2012;63;789;0;142;12;9;38;2;2;4;8;8;0;0;0;0;0;0;3;11;0
6961;1974;Graduation;Graduation;Married;Married;R26 751,00;2;0;22/05/2014;26;1;1;5;0;3;1;1;1;0;2;8;0;0;0;0;0;0;3;11;0
4673;1963;Phd;PhD;Married;Married;R81 300,00;0;1;30/10/2012;17;1004;12;145;32;12;36;3;10;3;5;5;0;0;0;1;0;0;3;11;1
9937;1979;Graduation;Graduation;Single;Single;R70 337,00;0;0;2/1/2014;75;187;81;149;25;43;91;1;2;2;12;1;0;0;0;0;0;0;3;11;0
8779;1985;2N Cycle;2n Cycle;Married;Married;R36 145,00;1;0;16/06/2013;13;56;4;76;17;1;18;4;4;1;3;9;1;0;0;0;0;0;3;11;1
9596;1980;Phd;PhD;Single;Single;R65 295,00;0;0;23/12/2013;19;365;32;117;34;110;6;1;3;3;13;2;0;0;0;0;0;0;3;11;0
2891;1963;Graduation;Graduation;Divorced;Divorced;R68 118,00;0;1;18/10/2013;51;595;23;123;10;23;154;2;8;9;4;6;0;0;0;0;0;0;3;11;0
4910;1967;Graduation;Graduation;Divorced;Divorced;R68 743,00;0;0;30/08/2012;81;1132;134;384;175;134;115;1;11;5;13;7;0;0;0;0;0;0;3;11;0
75;1982;2N Cycle;2n Cycle;Partnered;Partnered;R41 039,00;0;0;25/07/2013;32;34;11;137;179;61;45;1;8;1;5;8;0;0;0;0;0;0;3;11;0
10120;1955;Graduation;Graduation;Partnered;Partnered;R38 946,00;0;1;24/10/2013;84;116;6;82;6;6;41;2;3;1;6;5;0;0;0;0;0;0;3;11;0
6327;1967;Graduation;Graduation;Partnered;Partnered;R65 777,00;0;0;19/12/2013;87;565;32;435;28;32;54;1;2;8;6;1;0;0;0;0;0;0;3;11;0
10142;1976;Phd;PhD;Divorced;Divorced;R66 476,00;0;1;7/3/2013;99;372;18;126;47;48;78;2;5;2;11;4;0;0;0;0;0;0;3;11;0
9826;1972;Phd;PhD;Single;Single;R86 857,00;0;0;12/9/2012;96;899;102;838;133;102;40;1;5;6;10;2;0;0;0;0;0;0;3;11;1
1501;1982;Phd;PhD;Married;Married;R160 803,00;0;0;4/8/2012;21;55;16;1622;17;3;4;15;0;28;1;0;0;0;0;0;0;0;3;11;0
10767;1989;Phd;PhD;Partnered;Partnered;R77 845,00;0;0;16/05/2014;40;760;40;480;0;40;26;1;3;5;12;1;0;0;1;1;0;0;3;11;0
7279;1969;Phd;PhD;Partnered;Partnered;R69 476,00;0;0;30/09/2013;3;260;86;559;63;9;67;1;4;6;4;2;0;0;0;0;0;0;3;11;0
7230;1960;Phd;PhD;Divorced;Divorced;R50 611,00;0;1;4/10/2012;98;459;0;24;6;0;4;6;4;5;7;6;0;1;0;0;0;0;3;11;1
143;1970;Graduation;Graduation;Single;Single;R61 209,00;0;0;25/08/2013;73;466;0;224;119;49;99;1;5;3;4;2;0;0;0;0;0;0;3;11;0
450;1958;Master;Master;Partnered;Partnered;R42 315,00;0;1;12/7/2013;90;67;15;80;17;11;80;3;1;4;4;3;0;0;0;0;0;0;3;11;0
9316;1952;Basic;Basic;Partnered;Partnered;R13 084,00;0;0;2/11/2013;29;2;0;7;3;7;10;1;1;0;3;6;0;0;0;0;0;0;3;11;0
6379;1949;Master;Master;Widow;Widow;R47 570,00;1;1;29/05/2013;3;67;1;20;0;2;31;3;2;2;2;7;0;0;0;0;0;0;3;11;1
9239;1961;Master;Master;Married;Married;R61 923,00;0;2;26/07/2013;94;92;4;18;3;3;6;1;2;1;4;3;0;0;0;0;0;0;3;11;0
8315;1995;Graduation;Graduation;Single;Single;R34 824,00;0;0;26/03/2014;65;4;2;11;2;0;4;1;1;0;2;6;0;0;0;0;0;0;3;11;0
2868;1949;Phd;PhD;Single;Single;R26 518,00;1;1;8/4/2013;33;20;1;28;3;3;2;3;2;0;3;8;0;0;0;0;0;0;3;11;1
10888;1961;Graduation;Graduation;Single;Single;R45 938,00;0;0;3/11/2013;46;273;11;178;62;83;29;2;8;4;6;6;0;0;0;0;0;0;3;11;0
1277;1960;Graduation;Graduation;Partnered;Partnered;R78 468,00;0;0;9/4/2014;29;434;22;388;104;22;34;1;10;7;10;4;0;0;0;1;0;0;3;11;0
9977;1973;Graduation;Graduation;Divorced;Divorced;R78 901,00;0;1;17/09/2013;99;321;11;309;33;26;34;3;9;3;5;4;0;0;0;0;0;0;3;11;0
10196;1978;Graduation;Graduation;Married;Married;R71 427,00;2;0;12/3/2014;26;212;123;177;15;64;23;2;8;2;8;4;0;0;0;0;0;0;3;11;0
6384;1978;Graduation;Graduation;Divorced;Divorced;R71 022,00;0;1;11/2/2014;30;909;12;278;0;12;242;3;5;2;11;8;1;0;0;0;0;0;3;11;0
8029;1988;Master;Master;Single;Single;R90 247,00;0;0;29/04/2014;27;1184;32;352;21;16;16;1;3;4;7;1;0;1;1;1;0;0;3;11;1
968;1968;Master;Master;Divorced;Divorced;R41 335,00;1;0;26/12/2013;24;112;19;21;16;14;5;3;4;1;4;7;0;0;0;0;0;0;3;11;0
6988;1986;Graduation;Graduation;Married;Married;R71 952,00;1;0;10/1/2013;93;656;80;455;52;107;93;2;8;4;8;4;1;0;1;0;0;0;3;11;0
4472;1970;Phd;PhD;Divorced;Divorced;R35 682,00;1;0;27/06/2014;34;23;0;8;6;2;18;1;1;1;3;2;0;0;0;0;0;0;3;11;0
6991;1951;Graduation;Graduation;Divorced;Divorced;R43 185,00;0;1;10/4/2013;88;537;6;42;16;6;30;2;9;3;6;8;0;0;0;0;0;0;3;11;0
3336;1948;Phd;PhD;Partnered;Partnered;R66 375,00;0;1;21/11/2013;96;712;0;45;0;0;191;3;2;4;5;7;1;0;0;0;0;0;3;11;0
4301;1971;Master;Master;Married;Married;R35 178,00;1;0;10/1/2013;10;23;1;13;2;2;18;1;1;1;2;7;1;0;0;0;0;0;3;11;1
1940;1986;Graduation;Graduation;Married;Married;R25 252,00;1;0;12/7/2013;26;1;3;4;2;2;6;1;1;0;2;8;0;0;0;0;0;0;3;11;0
1272;1965;Master;Master;Single;Single;R55 250,00;0;1;21/10/2012;49;664;58;83;32;0;66;4;7;5;10;5;0;0;0;0;0;0;3;11;0
1388;1975;Graduation;Graduation;Single;Single;R33 249,00;1;0;20/02/2013;11;6;10;21;19;14;42;2;2;1;3;6;0;0;0;0;0;0;3;11;0
1044;1953;Graduation;Graduation;Partnered;Partnered;R58 398,00;0;0;14/05/2013;44;299;5;201;21;21;49;3;5;4;8;4;0;0;0;0;0;0;3;11;0
6969;1982;Graduation;Graduation;Partnered;Partnered;R50 272,00;1;0;7/8/2013;75;99;13;66;43;8;4;3;4;1;5;7;0;0;0;0;0;0;3;11;0
10479;1975;Phd;PhD;Married;Married;R76 618,00;0;0;7/12/2012;64;749;40;294;121;160;147;1;3;2;5;1;0;0;0;0;0;0;3;11;0
3619;1960;2N Cycle;2n Cycle;Divorced;Divorced;R87 305,00;0;0;23/09/2012;19;345;25;501;63;138;80;1;5;3;8;2;0;0;1;0;0;0;3;11;1
1715;1978;Graduation;Graduation;Partnered;Partnered;R25 851,00;1;0;11/2/2013;45;9;4;18;7;5;5;2;2;0;3;7;0;0;0;0;0;0;3;11;0
10159;1970;Graduation;Graduation;Divorced;Divorced;R58 710,00;0;1;31/03/2013;77;440;81;368;0;122;174;6;11;5;9;6;0;0;0;0;0;0;3;11;0
1463;1958;Graduation;Graduation;Single;Single;R45 160,00;1;1;29/03/2014;9;8;2;5;3;0;3;1;1;0;2;7;0;0;0;0;0;0;3;11;0
5114;1965;Master;Master;Married;Married;R74 806,00;0;1;19/12/2012;1;670;9;249;0;28;9;2;5;4;5;4;0;0;0;0;0;0;3;11;0
4990;1954;Graduation;Graduation;Married;Married;R59 111,00;0;0;2/5/2013;90;524;0;134;28;28;155;1;11;1;8;7;0;0;0;0;0;0;3;11;0
4329;1984;Phd;PhD;Married;Married;R18 988,00;1;0;23/05/2014;43;6;0;6;2;1;1;2;1;0;3;7;0;0;0;0;0;0;3;11;0
10936;1965;Graduation;Graduation;Married;Married;R72 190,00;0;0;13/02/2013;79;597;166;597;172;166;249;1;5;6;4;3;0;0;0;0;0;0;3;11;0
4692;1976;Graduation;Graduation;Married;Married;R7 500,00;1;0;1/8/2012;19;7;0;12;13;7;32;5;4;1;2;9;1;0;0;0;0;0;3;11;1
7212;1966;Graduation;Graduation;Married;Married;R44 794,00;0;1;8/6/2014;99;54;0;7;0;0;4;1;2;0;3;6;0;0;0;0;0;0;3;11;0
6086;1955;Graduation;Graduation;Married;Married;R80 395,00;0;0;23/11/2013;62;445;25;706;80;76;48;1;6;5;12;2;0;0;0;1;0;0;3;11;0
437;1976;Master;Master;Divorced;Divorced;R75 012,00;0;0;25/01/2014;41;294;142;218;164;58;151;1;3;8;11;1;0;0;0;0;0;0;3;11;0
11171;1965;Master;Master;Married;Married;R56 962,00;2;1;11/10/2013;60;292;3;77;10;3;26;7;6;3;5;7;0;0;0;0;0;0;3;11;0
11101;1991;Graduation;Graduation;Partnered;Partnered;R89 891,00;0;0;15/04/2013;17;412;22;132;59;28;183;1;11;6;8;4;0;0;1;0;0;0;3;11;0
5329;1949;Phd;PhD;Divorced;Divorced;R35 946,00;1;1;27/09/2013;24;8;0;3;0;0;0;1;0;0;3;5;0;0;0;0;0;0;3;11;0
610;1953;Phd;PhD;Partnered;Partnered;R53 593,00;1;1;7/8/2012;60;349;4;78;6;0;43;8;7;2;6;8;0;0;0;0;0;0;3;11;0
9384;1978;Graduation;Graduation;Married;Married;R66 373,00;1;1;12/6/2013;57;328;9;124;12;24;109;7;4;2;10;3;0;0;0;0;0;0;3;11;0
5956;1948;Phd;PhD;Divorced;Divorced;R45 072,00;1;2;16/10/2013;74;144;2;99;7;2;30;5;6;1;4;8;0;0;0;0;0;0;3;11;0
10430;1973;Graduation;Graduation;Divorced;Divorced;R89 694,00;1;1;9/10/2013;22;1126;28;211;37;28;42;3;4;3;4;5;0;1;1;1;0;0;3;11;0
7875;1949;Graduation;Graduation;Married;Married;R72 025,00;0;0;29/04/2014;46;967;0;617;43;50;0;1;4;8;13;2;0;1;1;1;0;0;3;11;1
7072;1973;Graduation;Graduation;Married;Married;R67 432,00;0;1;29/03/2013;69;432;79;341;177;136;170;2;8;5;4;4;0;0;0;0;0;0;3;11;0
6255;1952;Master;Master;Partnered;Partnered;R70 545,00;0;1;3/6/2014;29;138;39;63;55;18;21;1;4;1;7;2;0;0;0;0;0;0;3;11;0
6516;1989;Basic;Basic;Married;Married;R17 487,00;1;0;18/03/2013;37;0;0;1;7;4;6;1;1;0;2;7;0;0;0;0;0;0;3;11;0
5564;1969;Graduation;Graduation;Partnered;Partnered;R62 882,00;0;1;9/8/2012;26;509;133;497;78;24;97;2;7;5;6;4;0;0;0;0;0;0;3;11;0
5682;1953;Phd;PhD;Single;Single;R64 108,00;0;1;23/03/2013;8;948;10;86;13;21;21;4;6;9;11;5;0;0;0;0;0;0;3;11;0
7458;1956;Master;Master;Partnered;Partnered;R34 941,00;1;1;6/3/2013;26;39;2;25;4;3;24;2;3;0;3;8;0;0;0;0;0;0;3;11;0
5237;1950;Phd;PhD;Single;Single;R48 767,00;1;2;1/1/2014;79;28;1;21;3;0;10;3;2;1;3;5;0;0;0;0;0;0;3;11;0
7761;1978;2N Cycle;2n Cycle;Partnered;Partnered;R38 702,00;1;0;1/8/2013;71;13;11;24;13;8;40;2;3;0;4;6;0;0;0;0;0;0;3;11;0
5278;1964;Graduation;Graduation;Married;Married;R82 224,00;0;0;25/01/2014;83;307;26;360;138;31;40;1;6;9;5;3;0;0;0;1;0;0;3;11;0
3560;1952;Graduation;Graduation;Partnered;Partnered;R83 844,00;0;0;12/5/2013;57;901;31;345;75;31;191;1;4;4;11;1;0;0;1;0;0;0;3;11;0
